DAMAGE,STRUCTURETYPE,dnbr,dndvi,Slope,Wind,NLCD,Longitude,Latitude,Damage_Code
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0000000,19.5000000,2.9100001,2,-118.639096274037371,34.039128620878849,2
No Damage,Single Family Residence Multi Story,0.0400000,-0.0000000,13.0600004,2.9100001,2,-118.638875246256688,34.038801236556381,2
No Damage,Single Family Residence Multi Story,-0.0100000,-0.0500000,19.5000000,2.9100001,2,-118.639164335793197,34.039295230956839,2
No Damage,Single Family Residence Multi Story,0.0500000,0.0800000,15.1999998,3.9200001,3,-118.624975196148881,34.041377780933004,2
No Damage,Single Family Residence Single Story,0.0500000,-0.0300000,20.1499996,3.9200001,2,-118.624552636724033,34.041236186707316,2
No Damage,Single Family Residence Single Story,0.0200000,0.0000000,23.4699993,3.4100001,2,-118.623789532263203,34.040364494072328,2
No Damage,Single Family Residence Single Story,-0.0400000,-0.0600000,20.8700008,3.4100001,2,-118.622663215576850,34.040539131366380,2
No Damage,Single Family Residence Multi Story,-0.0200000,-0.1000000,22.4699993,3.4100001,2,-118.622842044997071,34.040752664379255,2
Affected (1-9%),Single Family Residence Single Story,0.0800000,0.0900000,20.6700001,3.4100001,2,-118.623638768907426,34.040580593406681,1
No Damage,Utility Misc Structure,0.0600000,0.0500000,16.1000004,3.4100001,2,-118.623919615502899,34.040747655448506,2
No Damage,Single Family Residence Multi Story,0.0200000,0.0100000,16.1000004,3.9200001,2,-118.623755946051418,34.040911910110843,2
No Damage,Single Family Residence Multi Story,0.0900000,0.0300000,16.4899998,3.9200001,2,-118.623926322324820,34.041098658774736,2
No Damage,Single Family Residence Single Story,0.0700000,0.0500000,22.2800007,3.5999999,2,-118.623111620430734,34.041146455927503,2
No Damage,Single Family Residence Multi Story,0.0300000,-0.0400000,20.6599998,3.4600000,2,-118.620339879401328,34.040236399796228,2
No Damage,Utility Misc Structure,0.1000000,0.0900000,22.0900002,3.4600000,2,-118.620459005889501,34.040240883221955,2
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1800000,21.8799992,3.4100001,2,-118.624573422841451,34.040458208124470,1
Destroyed (>50%),Utility Misc Structure,0.2200000,0.2500000,19.1000004,3.9200001,2,-118.624879622589148,34.040834840130039,1
No Damage,Single Family Residence Multi Story,0.0000000,0.0200000,24.5699997,3.4100001,2,-118.624293012827181,34.040103581457458,2
Destroyed (>50%),Single Family Residence Single Story,0.0700000,0.0900000,25.1399994,3.4600000,2,-118.620714498434367,34.039555060737484,1
Destroyed (>50%),Utility Misc Structure,0.1000000,0.0900000,18.8899994,3.4600000,2,-118.619250721526697,34.040339236407384,1
No Damage,Single Family Residence Single Story,0.0600000,-0.0000000,18.8899994,3.4600000,2,-118.619042065344033,34.040250155270265,2
Destroyed (>50%),Single Family Residence Single Story,-0.0000000,-0.0800000,14.9899998,3.4600000,2,-118.619191582736633,34.039893311692737,1
Destroyed (>50%),Single Family Residence Multi Story,0.2400000,0.3300000,22.3899994,3.4600000,2,-118.619112033324953,34.039161999494510,1
Destroyed (>50%),Single Family Residence Multi Story,0.1900000,0.2400000,21.0699997,3.4600000,2,-118.619402205331340,34.039156646560016,1
Destroyed (>50%),Utility Misc Structure,0.1000000,0.1500000,20.7500000,3.4600000,2,-118.619786720205553,34.039265004152341,1
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.1700000,22.0000000,3.4600000,2,-118.620278911641293,34.039225970423416,1
Destroyed (>50%),Single Family Residence Single Story,0.1300000,0.1100000,14.7100000,3.4600000,2,-118.618493828916101,34.040163601226020,1
Destroyed (>50%),Single Family Residence Multi Story,0.1800000,0.2000000,19.0100002,3.8099999,2,-118.620275997506539,34.043717972409524,1
Destroyed (>50%),Single Family Residence Single Story,0.1400000,0.1400000,12.1300001,3.8099999,2,-118.622457894838902,34.043838054427205,1
No Damage,Utility Misc Structure,0.0800000,0.0600000,8.8100004,3.8099999,2,-118.622073980039247,34.043884036794196,2
No Damage,Single Family Residence Multi Story,0.1100000,0.1500000,15.6999998,1.9100000,2,-118.639767673982377,34.054821889209933,2
Destroyed (>50%),Motor Home,0.2100000,0.2700000,19.0400009,1.9100000,2,-118.640014183374475,34.054976628106907,1
Destroyed (>50%),Utility Misc Structure,0.2500000,0.3100000,15.0900002,1.9100000,2,-118.640102366494347,34.054847976127846,1
Destroyed (>50%),Single Family Residence Single Story,0.2600000,0.3000000,15.0900002,1.9100000,2,-118.640041467006299,34.054717468520685,1
Destroyed (>50%),Single Family Residence Multi Story,0.0600000,-0.0000000,4.8699999,3.1400001,3,-118.654732960727131,34.040706525483344,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.0500000,7.7600002,3.2800000,2,-118.656430858360821,34.041167406392638,1
Destroyed (>50%),Utility Misc Structure,0.2100000,0.2500000,10.2100000,3.2800000,2,-118.656556538957304,34.040887111146070,1
Destroyed (>50%),Single Family Residence Single Story,0.1500000,0.1900000,6.2800002,3.8099999,2,-118.622442283915888,34.045520928059688,1
Destroyed (>50%),Single Family Residence Single Story,0.0200000,-0.0300000,9.5299997,3.8099999,2,-118.622704662945736,34.044475412845159,1
Destroyed (>50%),Utility Misc Structure,0.1700000,0.1300000,5.7300000,3.8099999,2,-118.622616438503414,34.044740289788379,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,-0.0300000,7.8899999,3.9300001,2,-118.623887453120773,34.045033043752554,1
Destroyed (>50%),Utility Misc Structure,0.1100000,0.1300000,2.3199999,3.9300001,2,-118.624008622377886,34.045231898225893,1
Minor (10-25%),Single Family Residence Multi Story,0.0900000,0.0300000,11.0400000,3.9300001,2,-118.623573495522251,34.044835646238262,1
Destroyed (>50%),Utility Misc Structure,0.0800000,0.0700000,5.3299999,3.9300001,2,-118.623536667290566,34.045150439069978,1
Destroyed (>50%),Single Family Residence Single Story,0.2200000,0.2400000,19.1000004,3.7900000,2,-118.641955493009092,34.041283115841289,1
Minor (10-25%),Utility Misc Structure,0.0600000,0.0500000,18.7600002,3.7900000,2,-118.642128750179637,34.041480723349999,1
Major (26-50%),Single Family Residence Multi Story,0.0600000,0.0500000,21.5699997,3.7900000,2,-118.642456544528500,34.041823999312776,1
Destroyed (>50%),Single Family Residence Multi Story,0.1600000,0.1100000,19.6900005,3.6500001,2,-118.643659335693286,34.042283851390430,1
Destroyed (>50%),Single Family Residence Multi Story,0.2300000,0.2300000,27.6499996,3.6500001,2,-118.644904044944241,34.041182199375633,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.1700000,19.8799992,3.6500001,2,-118.644608031193499,34.041277819613178,1
No Damage,Single Family Residence Multi Story,0.1600000,0.1800000,14.0200005,3.6500001,2,-118.644602300840347,34.042389811853226,2
No Damage,Single Family Residence Multi Story,0.2000000,0.2700000,13.9799995,3.6500001,2,-118.644395682935112,34.042434426118511,2
Destroyed (>50%),Single Family Residence Single Story,-0.0400000,-0.0700000,6.5400000,3.9300001,2,-118.624538426274583,34.045239256774053,1
Minor (10-25%),Single Family Residence Multi Story,0.0000000,0.0200000,21.0300007,3.0999999,2,-118.636432436843322,34.040354456066275,1
Destroyed (>50%),Single Family Residence Multi Story,0.1500000,0.1400000,20.8400002,2.6700001,3,-118.636396888710891,34.041235413301266,1
Affected (1-9%),Utility Misc Structure,0.1000000,0.1000000,25.2800007,3.0999999,3,-118.636150355064260,34.040726216566441,1
Minor (10-25%),Single Family Residence Multi Story,-0.0200000,-0.0900000,20.6200008,3.0999999,3,-118.636845389684424,34.039174114499552,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.0800000,22.9799995,3.0999999,2,-118.636448159157425,34.038887214339560,1
Destroyed (>50%),Utility Misc Structure,0.2800000,0.3500000,18.3099995,3.0999999,2,-118.636064425817480,34.038825833655252,1
Destroyed (>50%),Single Family Residence Single Story,0.0800000,0.0400000,7.6500001,2.7600000,2,-118.655894550661458,34.041666889407161,1
Destroyed (>50%),Utility Misc Structure,0.2300000,0.2400000,6.5700002,3.2800000,2,-118.655985630848107,34.041859586157756,1
No Damage,Single Family Residence Single Story,0.0700000,0.0300000,6.2500000,3.2800000,2,-118.657089902877431,34.041482739112688,2
No Damage,Single Family Residence Multi Story,0.0000000,-0.0200000,6.8000002,3.2800000,2,-118.656974679569217,34.042103277634155,2
No Damage,Utility Misc Structure,0.0200000,0.0200000,7.5400000,3.2800000,2,-118.657497809881662,34.041922729546322,2
No Damage,Single Family Residence Multi Story,0.0900000,0.0300000,15.6199999,3.4700000,2,-118.656836666002249,34.043858024659762,2
Destroyed (>50%),Single Family Residence Multi Story,0.1000000,0.1300000,10.7900000,3.4700000,2,-118.658180490870038,34.043605935951135,1
Destroyed (>50%),Single Family Residence Single Story,0.0900000,0.1500000,5.1799998,3.8099999,2,-118.622196103307189,34.044351467819340,1
Destroyed (>50%),Single Family Residence Single Story,0.1800000,0.1800000,15.2100000,3.8099999,2,-118.622896000508021,34.044007037177359,1
Destroyed (>50%),Single Family Residence Multi Story,0.1700000,0.2600000,18.3799992,3.8099999,2,-118.623302671430380,34.044039408999573,1
Destroyed (>50%),Utility Misc Structure,0.3900000,0.4100000,18.3799992,3.8099999,2,-118.623258185959202,34.044095686367029,1
Destroyed (>50%),Single Family Residence Multi Story,0.0800000,0.1200000,10.1199999,3.8099999,2,-118.622929098934648,34.044577549841435,1
Destroyed (>50%),Single Family Residence Multi Story,0.1300000,0.1100000,6.6199999,3.8099999,2,-118.623286199023042,34.044605630292253,1
Destroyed (>50%),Single Family Residence Multi Story,0.2200000,0.2000000,5.4000001,3.8099999,2,-118.623052091771783,34.045018342995512,1
No Damage,Infrastructure,-0.0400000,-0.0900000,9.1400003,3.0500000,2,-118.623029618618332,34.049020215574060,2
No Damage,Single Family Residence Single Story,0.0700000,0.0100000,5.1799998,3.2800000,2,-118.656883874267038,34.041286324841877,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0400000,7.3099999,3.2800000,2,-118.657491518979683,34.041739660634022,2
Affected (1-9%),Single Family Residence Multi Story,0.1500000,0.1900000,12.3100004,3.2800000,2,-118.657708157591969,34.042029483957059,1
No Damage,Single Family Residence Single Story,-0.0300000,-0.0400000,7.8600001,3.2800000,2,-118.657441874483851,34.042441944203524,2
No Damage,Single Family Residence Multi Story,-0.0700000,-0.0400000,10.6800003,3.2800000,2,-118.657488444046493,34.042966369181066,2
No Damage,Single Family Residence Multi Story,0.0800000,0.0400000,13.7399998,3.2800000,2,-118.658177485107046,34.043101180896365,2
No Damage,Utility Misc Structure,-0.0100000,-0.0300000,10.7299995,3.4700000,2,-118.657551483321527,34.044083477532602,2
Destroyed (>50%),Single Family Residence Single Story,0.1100000,0.1100000,18.1000004,3.4200001,2,-118.645936657465057,34.042810710663652,1
No Damage,Single Family Residence Multi Story,-0.0000000,0.0000000,22.6200008,3.6500001,2,-118.644974541134502,34.041520120039550,2
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.0400000,24.0100002,3.4200001,2,-118.646298496166565,34.043141903280336,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,-0.0400000,17.5100002,3.7900000,2,-118.641284860225326,34.040876088389119,1
Minor (10-25%),Single Family Residence Multi Story,0.0800000,0.1200000,13.9799995,3.7900000,2,-118.641513638670290,34.041000761284671,1
Major (26-50%),Single Family Residence Multi Story,0.0700000,0.0800000,18.0599995,3.7900000,2,-118.643078368249661,34.042197426708476,1
Affected (1-9%),Single Family Residence Multi Story,0.0500000,0.0300000,19.8999996,3.7900000,2,-118.643345131058084,34.042226716798929,1
No Damage,Single Family Residence Single Story,0.1000000,0.1100000,10.8500004,3.6500001,2,-118.644343617479493,34.041946342428339,2
No Damage,Single Family Residence Multi Story,0.0400000,0.0100000,14.1300001,3.6500001,2,-118.644138593185630,34.041527065038473,2
No Damage,Single Family Residence Multi Story,0.1300000,0.0600000,16.7500000,3.6500001,2,-118.645041714456553,34.042542909042560,2
Destroyed (>50%),Single Family Residence Multi Story,0.0700000,0.0600000,5.9299998,3.7800000,2,-118.646818567715457,34.044200503478450,1
No Damage,Utility Misc Structure,0.0200000,0.1300000,19.6700001,3.0999999,2,-118.636699529333427,34.039872580507208,2
No Damage,Single Family Residence Single Story,0.1200000,0.1700000,26.2199993,3.4100001,2,-118.622926717500818,34.039806178894978,2
No Damage,Single Family Residence Single Story,-0.0100000,-0.0300000,28.1800003,3.4100001,2,-118.621708967589910,34.039432308479341,2
Destroyed (>50%),Single Family Residence Multi Story,0.0900000,0.1100000,28.8700008,3.4100001,2,-118.623754524018295,34.039612493395985,1
Affected (1-9%),Single Family Residence Multi Story,0.1100000,0.0700000,15.0400000,3.4100001,2,-118.625043443855944,34.039739985659580,1
No Damage,Single Family Residence Single Story,0.0700000,0.0900000,19.1599998,3.4100001,2,-118.624776080074568,34.039419467729651,2
Destroyed (>50%),Single Family Residence Single Story,0.1600000,0.1100000,24.4200001,3.4100001,2,-118.623203289013873,34.040119084769437,1
Destroyed (>50%),Single Family Residence Single Story,0.0600000,0.0500000,26.5599995,3.4100001,2,-118.623901503670126,34.039891966585046,1
Destroyed (>50%),Single Family Residence Single Story,0.0500000,0.0400000,17.6299992,3.4100001,2,-118.625004713890803,34.040391555369339,1
Destroyed (>50%),Utility Misc Structure,0.1800000,0.3300000,17.6299992,3.4100001,2,-118.624879042277456,34.040296426170308,1
Destroyed (>50%),Single Family Residence Single Story,0.0300000,0.0000000,15.2100000,3.4100001,2,-118.625554759525798,34.040382457522142,1
Destroyed (>50%),Utility Misc Structure,0.0200000,-0.0400000,8.6599998,3.4100001,2,-118.625542572082310,34.040118041885741,1
Destroyed (>50%),Utility Misc Structure,0.1700000,0.2900000,27.0000000,3.4100001,2,-118.624096739920745,34.039319735607748,1
No Damage,Single Family Residence Multi Story,-0.0000000,-0.0000000,24.2999992,3.4100001,2,-118.624705033217055,34.039176473482506,2
No Damage,Single Family Residence Single Story,0.1400000,0.0800000,25.0400009,3.4600000,2,-118.619865895918110,34.040067180262149,2
No Damage,Utility Misc Structure,0.0100000,-0.0400000,23.4599991,3.4600000,2,-118.619652585564012,34.040304312170235,2
Major (26-50%),Single Family Residence Multi Story,0.0100000,-0.0100000,18.1800003,3.2400000,3,-118.629234743121486,34.037244722130829,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,0.0300000,18.1800003,3.2400000,3,-118.628932791506699,34.037213394356620,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0000000,-0.0200000,18.1800003,3.2400000,3,-118.629061883006301,34.037225747106937,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,0.0600000,18.1800003,3.2400000,3,-118.628794903703891,34.037172358706670,1
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0000000,18.1800003,3.2400000,3,-118.628697860500353,34.037162448361556,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.0300000,18.1800003,3.2400000,3,-118.628629211246306,34.037187488860113,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0200000,-0.0600000,18.1800003,3.2400000,3,-118.628547202247404,34.037188809445091,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0300000,-0.0600000,13.7900000,3.2400000,1,-118.628380991461924,34.037209270321235,1
No Damage,Single Family Residence Multi Story,0.0300000,0.0200000,7.4099998,3.0300000,2,-118.644895077062799,34.038911241206257,2
No Damage,Single Family Residence Multi Story,0.0500000,-0.0200000,8.6099997,3.0300000,2,-118.645271295097032,34.038950034640330,2
Destroyed (>50%),Single Family Residence Multi Story,0.0400000,0.0100000,8.9899998,2.9800000,2,-118.645950001040276,34.038976547024959,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,-0.0400000,1.1799999,2.9800000,1,-118.650321318197143,34.037867343239000,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0100000,-0.0600000,1.1799999,2.9800000,1,-118.650159597191490,34.037824379151218,1
Destroyed (>50%),Single Family Residence Multi Story,0.0300000,-0.0300000,1.1799999,2.9800000,3,-118.649961718097316,34.037795797703303,1
Destroyed (>50%),Single Family Residence Multi Story,0.1200000,0.0900000,5.0100002,2.9800000,3,-118.649751332657786,34.037852870516495,1
Destroyed (>50%),Utility Misc Structure,0.0100000,0.0100000,5.0100002,2.9800000,3,-118.649531130428841,34.037862284262772,1
Destroyed (>50%),Single Family Residence Multi Story,0.0100000,-0.0000000,13.7900000,3.2400000,1,-118.628213929073610,34.037192195025959,1
Destroyed (>50%),Single Family Residence Multi Story,-0.0000000,-0.0200000,13.7900000,3.2400000,3,-118.627798651392553,34.037165318810921,1
Destroyed (>50%),Single Family Residence Multi Story,0.0200000,-0.0300000,13.7900000,3.2400000,3,-118.627581663335647,34.037157569490795,1
